Recv_Pkts,Name,Recv_Bytes,Sent_Bytes,Sent_Pkts,Time
169601,BD-3-6,254402068,224231932,149487,06/09/18 9:24:13
155966,BD-4-6,233949978,218061441,145374,06/09/18 9:24:13
141396,BD-5-6,212094970,243787336,162524,06/09/18 9:24:13
178285,BD-1-2,267428439,226898499,151265,06/09/18 9:24:18
179440,BD-1-3,269161226,214727222,143151,06/09/18 9:24:18
167428,BD-1-4,251142618,251072949,167381,06/09/18 9:24:18
152961,BD-1-5,229442563,266843443,177895,06/09/18 9:24:18
141038,BD-1-6,211557994,212756374,141837,06/09/18 9:24:18
165365,BD-2-4,248047962,262027471,174684,06/09/18 9:24:18
169888,BD-2-6,254832690,251931433,167954,06/09/18 9:24:18
140665,BD-3-5,210998743,231672174,154448,06/09/18 9:24:18
180382,BD-3-6,270573793,262160712,174773,06/09/18 9:24:18
140549,BD-4-6,210823715,263738053,175825,06/09/18 9:24:18
164541,BD-5-6,246812445,270078306,180052,06/09/18 9:24:18
172611,BD-1-2,258917939,215878686,143919,06/09/18 9:24:23
158993,BD-1-3,238490356,259060576,172707,06/09/18 9:24:23
163211,BD-1-4,244817329,262396167,174930,06/09/18 9:24:23
152981,BD-1-5,229472494,263306440,175537,06/09/18 9:24:23
174524,BD-1-6,261786439,241321544,160881,06/09/18 9:24:23
166535,BD-2-4,249803460,231562173,154374,06/09/18 9:24:23
181007,BD-2-6,271511780,219508245,146338,06/09/18 9:24:23
162381,BD-3-5,243572693,245954098,163969,06/09/18 9:24:23
164770,BD-3-6,247155471,210656089,140437,06/09/18 9:24:23
179362,BD-4-6,269044193,220408631,146939,06/09/18 9:24:23
180027,BD-5-6,270040674,237979021,158652,06/09/18 9:24:23
151409,BD-1-2,227114130,211438521,140959,06/09/18 9:24:28
151979,BD-1-3,227968811,238448301,158965,06/09/18 9:24:28
167990,BD-1-4,251986434,256479155,170986,06/09/18 9:24:28
173536,BD-1-5,260304463,225391501,150261,06/09/18 9:24:28
152484,BD-1-6,228726579,210566707,140377,06/09/18 9:24:28
181216,BD-2-4,271825130,229461589,152974,06/09/18 9:24:28
179404,BD-2-6,269107322,239762814,159841,06/09/18 9:24:28
147403,BD-3-5,221104805,217939414,145292,06/09/18 9:24:28
161691,BD-3-6,242536936,267705506,178470,06/09/18 9:24:28
158249,BD-4-6,237374251,235623106,157082,06/09/18 9:24:28
176222,BD-5-6,264334351,210363417,140242,06/09/18 9:24:28
151029,BD-1-2,226543515,217568320,145045,06/09/18 9:24:33
164079,BD-1-3,246118617,215553270,143702,06/09/18 9:24:33
174612,BD-1-4,261918813,219778491,146518,06/09/18 9:24:33
169383,BD-1-5,254075829,250826755,167217,06/09/18 9:24:33
172486,BD-1-6,258730079,269527106,179684,06/09/18 9:24:33
178881,BD-2-4,268322602,247615027,165076,06/09/18 9:24:33
155887,BD-2-6,233830578,211487215,140991,06/09/18 9:24:33
142642,BD-3-5,213963943,258196957,172131,06/09/18 9:24:33
150895,BD-3-6,226343239,271512025,181008,06/09/18 9:24:33
171017,BD-4-6,256525628,259736641,173157,06/09/18 9:24:33
147414,BD-5-6,221121510,241910581,161273,06/09/18 9:24:33
178229,BD-1-2,267344212,270559217,180372,06/09/18 9:24:38
165449,BD-1-3,248173728,267378578,178252,06/09/18 9:24:38
149730,BD-1-4,224595572,235721140,157147,06/09/18 9:24:38
172267,BD-1-5,258401498,213028830,142019,06/09/18 9:24:38
171629,BD-1-6,257443706,254890079,169926,06/09/18 9:24:38
164248,BD-2-4,246372257,222309066,148206,06/09/18 9:24:38
160148,BD-2-6,240222711,231883677,154589,06/09/18 9:24:38
153169,BD-3-5,229754722,227615448,151743,06/09/18 9:24:38
175380,BD-3-6,263070209,216188569,144125,06/09/18 9:24:38
150021,BD-4-6,225032355,239340687,159560,06/09/18 9:24:38
174760,BD-5-6,262140596,254803664,169869,06/09/18 9:24:38
157567,BD-1-2,236351597,271462357,180974,06/09/18 9:24:43
149766,BD-1-3,224649928,246185680,164123,06/09/18 9:24:43
145640,BD-1-4,218460760,259405663,172937,06/09/18 9:24:43
167671,BD-1-5,251507591,249305541,166203,06/09/18 9:24:43
148380,BD-1-6,222571118,247928228,165285,06/09/18 9:24:43
171846,BD-2-4,257769125,272201440,181467,06/09/18 9:24:43
168356,BD-2-6,252534947,214263183,142842,06/09/18 9:24:43
180990,BD-3-5,271485986,266477502,177651,06/09/18 9:24:43
162478,BD-3-6,243717777,237552703,158368,06/09/18 9:24:43
152647,BD-4-6,228971637,240928589,160619,06/09/18 9:24:43
153433,BD-5-6,230150748,237708827,158472,06/09/18 9:24:43
165405,BD-1-2,248108088,234977640,156651,06/09/18 9:24:48
161574,BD-1-3,242361326,219358615,146239,06/09/18 9:24:48
140399,BD-1-4,210599083,265760989,177173,06/09/18 9:24:48
164699,BD-1-5,247049397,223217358,148811,06/09/18 9:24:48
141088,BD-1-6,211632182,240969664,160646,06/09/18 9:24:48
172494,BD-2-4,258741306,227835795,151890,06/09/18 9:24:48
146889,BD-2-6,220334485,259877772,173251,06/09/18 9:24:48
162733,BD-3-5,244099945,233364470,155576,06/09/18 9:24:48
178207,BD-3-6,267311549,246194384,164129,06/09/18 9:24:48
141734,BD-4-6,212601816,237242726,158161,06/09/18 9:24:48
173889,BD-5-6,260834999,247687840,165125,06/09/18 9:24:48
164859,BD-1-2,247289151,252634402,168422,06/09/18 9:24:53
160054,BD-1-3,240081934,255516183,170344,06/09/18 9:24:53
148796,BD-1-4,223194607,240406812,160271,06/09/18 9:24:53
164021,BD-1-5,246031825,254171902,169447,06/09/18 9:24:53
161860,BD-1-6,242790510,219113643,146075,06/09/18 9:24:53
180907,BD-2-4,271360535,249240962,166160,06/09/18 9:24:53
151496,BD-2-6,227245457,250434460,166956,06/09/18 9:24:53
152611,BD-3-5,228917372,263566830,175711,06/09/18 9:24:53
156321,BD-3-6,234482684,267673477,178448,06/09/18 9:24:53
180887,BD-4-6,271330705,256809709,171206,06/09/18 9:24:53
178692,BD-5-6,268038818,221762695,147841,06/09/18 9:24:53
166764,BD-1-2,250147040,255426857,170284,06/09/18 9:24:58
167426,BD-1-3,251139213,239366904,159577,06/09/18 9:24:58
164428,BD-1-4,246642499,265752363,177168,06/09/18 9:24:58
160004,BD-1-5,240006786,214811624,143207,06/09/18 9:24:58
157388,BD-1-6,236083398,233336742,155557,06/09/18 9:24:58
172435,BD-2-4,258653272,272247232,181498,06/09/18 9:24:58
150653,BD-2-6,225979824,222079260,148052,06/09/18 9:24:58
172665,BD-3-5,258998376,228919599,152613,06/09/18 9:24:58
158542,BD-3-6,237813398,212654987,141769,06/09/18 9:24:58
143920,BD-4-6,215881263,251236618,167491,06/09/18 9:24:58
140417,BD-5-6,210626897,246666965,164444,06/09/18 9:24:58
150295,BD-1-2,225443909,222840098,148560,06/09/18 9:25:03
172719,BD-1-3,259079344,264294166,176196,06/09/18 9:25:03
152199,BD-1-4,228299254,226543384,151028,06/09/18 9:25:03
161855,BD-1-5,242782898,251985800,167990,06/09/18 9:25:03
142946,BD-1-6,214420040,221391848,147594,06/09/18 9:25:03
177307,BD-2-4,265961133,260670474,173780,06/09/18 9:25:03
141831,BD-2-6,212747700,251535200,167690,06/09/18 9:25:03
164164,BD-3-5,246246298,211712991,141141,06/09/18 9:25:03
148244,BD-3-6,222366552,235034091,156689,06/09/18 9:25:03
169277,BD-4-6,253916102,233530171,155686,06/09/18 9:25:03
144378,BD-5-6,216568229,221244273,147496,06/09/18 9:25:03
174456,BD-1-2,261684438,272022429,181348,06/09/18 9:25:08
152108,BD-1-3,228162922,229243318,152828,06/09/18 9:25:08
169922,BD-1-4,254883277,239680759,159787,06/09/18 9:25:08
180057,BD-1-5,270086080,260988298,173992,06/09/18 9:25:08
149918,BD-1-6,224877401,265417177,176944,06/09/18 9:25:08
164049,BD-2-4,246074276,238293511,158862,06/09/18 9:25:08
177216,BD-2-6,265824760,211863615,141242,06/09/18 9:25:08
165414,BD-3-5,248121475,210185603,140123,06/09/18 9:25:08
175575,BD-3-6,263363884,256131619,170754,06/09/18 9:25:08
162849,BD-4-6,244274681,238663453,159108,06/09/18 9:25:08
156082,BD-5-6,234123184,213508881,142339,06/09/18 9:25:08
167315,BD-1-2,250973872,249327740,166218,06/09/18 9:25:13
159154,BD-1-3,238732360,221435409,147623,06/09/18 9:25:13
174841,BD-1-4,262261609,248913881,165942,06/09/18 9:25:13
167640,BD-1-5,251460178,216486746,144324,06/09/18 9:25:13
160923,BD-1-6,241385172,232558913,155039,06/09/18 9:25:13
174904,BD-2-4,262356310,214485380,142990,06/09/18 9:25:13
140958,BD-2-6,211437754,229828691,153219,06/09/18 9:25:13
148840,BD-3-5,223261212,233139172,155426,06/09/18 9:25:13
148625,BD-3-6,222937732,236773819,157849,06/09/18 9:25:13
173093,BD-4-6,259639857,244905810,163270,06/09/18 9:25:13
157916,BD-5-6,236875368,272099367,181399,06/09/18 9:25:13
162354,BD-1-2,243531894,222106593,148071,06/09/18 9:25:18
174363,BD-1-3,261545092,255590472,170393,06/09/18 9:25:18
163689,BD-1-4,245534001,240679963,160453,06/09/18 9:25:18
167764,BD-1-5,251647369,219971165,146647,06/09/18 9:25:18
171372,BD-1-6,257058212,250667031,167111,06/09/18 9:25:18
147694,BD-2-4,221541703,214213725,142809,06/09/18 9:25:18
156212,BD-2-6,234318912,271695879,181130,06/09/18 9:25:18
151762,BD-3-5,227644198,225571703,150381,06/09/18 9:25:18
146572,BD-3-6,219858104,234554532,156369,06/09/18 9:25:18
146909,BD-4-6,220364034,216013351,144008,06/09/18 9:25:18
145375,BD-5-6,218062942,225975196,150650,06/09/18 9:25:18
154467,BD-1-2,231701190,222027394,148018,06/09/18 9:25:23
148406,BD-1-3,222609151,230833707,153889,06/09/18 9:25:23
146407,BD-1-4,219610701,235908926,157272,06/09/18 9:25:23
143589,BD-1-5,215384901,253831016,169220,06/09/18 9:25:23
152116,BD-1-6,228174590,237317720,158211,06/09/18 9:25:23
140639,BD-2-4,210959792,253114175,168742,06/09/18 9:25:23
163300,BD-2-6,244950058,212509661,141673,06/09/18 9:25:23
149044,BD-3-5,223566359,218295325,145530,06/09/18 9:25:23
167724,BD-3-6,251586356,271532053,181021,06/09/18 9:25:23
148235,BD-4-6,222352796,245759051,163839,06/09/18 9:25:23
155780,BD-5-6,233670193,248383158,165588,06/09/18 9:25:23
175911,BD-1-2,263866642,249317581,166211,06/09/18 9:25:28
161392,BD-1-3,242088200,267118449,178078,06/09/18 9:25:28
176560,BD-1-4,264841432,220977074,147318,06/09/18 9:25:28
141188,BD-1-5,211782615,235369468,156912,06/09/18 9:25:28
148806,BD-1-6,223209305,260411839,173607,06/09/18 9:25:28
143083,BD-2-4,214625420,235086203,156724,06/09/18 9:25:28
163610,BD-2-6,245415985,229673212,153115,06/09/18 9:25:28
159819,BD-3-5,239729066,248420133,165613,06/09/18 9:25:28
177860,BD-3-6,266790940,247924185,165282,06/09/18 9:25:28
165286,BD-4-6,247929255,252587494,168391,06/09/18 9:25:28
171523,BD-5-6,257285206,243489147,162326,06/09/18 9:25:28
164126,BD-1-2,246190483,270215906,180143,06/09/18 9:25:33
161324,BD-1-3,241986309,255793128,170528,06/09/18 9:25:33
145751,BD-1-4,218627442,241916497,161277,06/09/18 9:25:33
159954,BD-1-5,239931361,218574156,145716,06/09/18 9:25:33
166215,BD-1-6,249323594,266711950,177807,06/09/18 9:25:33
174289,BD-2-4,261434947,214481339,142987,06/09/18 9:25:33
175947,BD-2-6,263921829,240586052,160390,06/09/18 9:25:33
148194,BD-3-5,222291079,261915337,174610,06/09/18 9:25:33
150880,BD-3-6,226321464,222141929,148094,06/09/18 9:25:33
144664,BD-4-6,216997008,244251362,162834,06/09/18 9:25:33
170140,BD-5-6,255210565,218077010,145384,06/09/18 9:25:33
160197,BD-1-2,240296103,253805178,169203,06/09/18 9:25:38
165537,BD-1-3,248305561,266706392,177804,06/09/18 9:25:38
156034,BD-1-4,234051936,252243521,168162,06/09/18 9:25:38
173889,BD-1-5,260833686,219656988,146437,06/09/18 9:25:38
145517,BD-1-6,218275611,231507785,154338,06/09/18 9:25:38
171900,BD-2-4,257850068,223447022,148964,06/09/18 9:25:38
177016,BD-2-6,265524488,220787730,147191,06/09/18 9:25:38
148280,BD-3-5,222421023,220098070,146732,06/09/18 9:25:38
160571,BD-3-6,240857958,228975118,152650,06/09/18 9:25:38
162825,BD-4-6,244238256,269462198,179641,06/09/18 9:25:38
156259,BD-5-6,234389797,251251757,167501,06/09/18 9:25:38
171682,BD-1-2,257524050,216224118,144149,06/09/18 9:25:43
152014,BD-1-3,228021363,237117021,158078,06/09/18 9:25:43
178395,BD-1-4,267593762,235496542,156997,06/09/18 9:25:43
141380,BD-1-5,212070317,216564038,144376,06/09/18 9:25:43
152778,BD-1-6,229168233,209803280,139868,06/09/18 9:25:43
163582,BD-2-4,245373237,228072801,152048,06/09/18 9:25:43
150543,BD-2-6,225814609,254002726,169335,06/09/18 9:25:43
165427,BD-3-5,248141839,258893625,172595,06/09/18 9:25:43
140880,BD-3-6,211321253,260583462,173722,06/09/18 9:25:43
170982,BD-4-6,256473496,212205054,141470,06/09/18 9:25:43
156709,BD-5-6,235064708,241897845,161265,06/09/18 9:25:43
150012,BD-1-2,225019443,250180359,166786,06/09/18 9:25:48
149465,BD-1-3,224197815,232660283,155106,06/09/18 9:25:48
167037,BD-1-4,250555786,224225629,149483,06/09/18 9:25:48
166066,BD-1-5,249100260,216582051,144388,06/09/18 9:25:48
155576,BD-1-6,233364759,262864744,175243,06/09/18 9:25:48
158120,BD-2-4,237180864,223007229,148671,06/09/18 9:25:48
170706,BD-2-6,256059949,266284501,177523,06/09/18 9:25:48
149742,BD-3-5,224614087,219162091,146108,06/09/18 9:25:48
177119,BD-3-6,265678550,216776199,144517,06/09/18 9:25:48
148824,BD-4-6,223237393,218792333,145861,06/09/18 9:25:48
146655,BD-5-6,219983105,227396747,151597,06/09/18 9:25:48
170253,BD-1-2,255380970,230440884,153627,06/09/18 9:25:53
167230,BD-1-3,250845852,248653191,165768,06/09/18 9:25:53
162757,BD-1-4,244136755,236102355,157401,06/09/18 9:25:53
146320,BD-1-5,219481310,233828515,155885,06/09/18 9:25:53
161505,BD-1-6,242257829,213430230,142286,06/09/18 9:25:53
171144,BD-2-4,256717078,215661216,143774,06/09/18 9:25:53
142228,BD-2-6,213342561,255113771,170075,06/09/18 9:25:53
163721,BD-3-5,245582536,253883793,169255,06/09/18 9:25:53
165806,BD-3-6,248709311,255387595,170258,06/09/18 9:25:53
171574,BD-4-6,257361342,229069488,152712,06/09/18 9:25:53
176228,BD-5-6,264343298,230509305,153672,06/09/18 9:25:53
154549,BD-1-2,231824178,247391827,164927,06/09/18 9:25:58
163666,BD-1-3,245499197,215388859,143592,06/09/18 9:25:58
156097,BD-1-4,234145849,234410765,156273,06/09/18 9:25:58
166736,BD-1-5,250105429,214385899,142923,06/09/18 9:25:58
150286,BD-1-6,225430446,230658581,153772,06/09/18 9:25:58
171031,BD-2-4,256546582,215435411,143623,06/09/18 9:25:58
145436,BD-2-6,218154281,210613301,140408,06/09/18 9:25:58
170659,BD-3-5,255988620,221108447,147405,06/09/18 9:25:58
160260,BD-3-6,240391020,223675356,149116,06/09/18 9:25:58
167334,BD-4-6,251001975,267680543,178453,06/09/18 9:25:58
181079,BD-5-6,271618795,219385127,146256,06/09/18 9:25:58
155950,BD-1-2,233925714,259415411,172943,06/09/18 9:26:03
172497,BD-1-3,258746988,237567076,158378,06/09/18 9:26:03
173151,BD-1-4,259726636,228189825,152126,06/09/18 9:26:03
159157,BD-1-5,238736245,258197919,172131,06/09/18 9:26:03
167013,BD-1-6,250520510,245671709,163781,06/09/18 9:26:03
143942,BD-2-4,215913206,263613408,175742,06/09/18 9:26:03
151550,BD-2-6,227325648,244176655,162784,06/09/18 9:26:03
173449,BD-3-5,260174737,247748050,165165,06/09/18 9:26:03
148274,BD-3-6,222412012,226380893,150920,06/09/18 9:26:03
161795,BD-4-6,242692714,271722780,181148,06/09/18 9:26:03
176036,BD-5-6,264054948,271722951,181148,06/09/18 9:26:03
180262,BD-1-2,270394291,257466288,171644,06/09/18 9:26:08
149465,BD-1-3,224197734,223505602,149003,06/09/18 9:26:08
144335,BD-1-4,216502689,223246137,148830,06/09/18 9:26:08
163155,BD-1-5,244732556,266074273,177382,06/09/18 9:26:08
163697,BD-1-6,245545632,232872394,155248,06/09/18 9:26:08
173307,BD-2-4,259960586,218539544,145693,06/09/18 9:26:08
148046,BD-2-6,222069187,222585814,148390,06/09/18 9:26:08
160492,BD-3-5,240738061,221418723,147612,06/09/18 9:26:08
162412,BD-3-6,243619196,216350383,144233,06/09/18 9:26:08
152126,BD-4-6,228189554,226940216,151293,06/09/18 9:26:08
176946,BD-5-6,265419744,225369165,150246,06/09/18 9:26:08
157689,BD-1-2,236534002,219766685,146511,06/09/18 9:26:13
156724,BD-1-3,235086542,211089206,140726,06/09/18 9:26:13
168508,BD-1-4,252762644,252676111,168450,06/09/18 9:26:13
156444,BD-1-5,234667439,251482230,167654,06/09/18 9:26:13
157719,BD-1-6,236579607,216390353,144260,06/09/18 9:26:13
147954,BD-2-4,221931739,264078857,176052,06/09/18 9:26:13
173821,BD-2-6,260731763,216105955,144070,06/09/18 9:26:13
157873,BD-3-5,236809981,219372670,146248,06/09/18 9:26:13
160718,BD-3-6,241077788,226549779,151033,06/09/18 9:26:13
154203,BD-4-6,231305194,235185303,156790,06/09/18 9:26:13
177320,BD-5-6,265981357,236911103,157940,06/09/18 9:26:13
154869,BD-1-2,232303739,266905511,177937,06/09/18 9:26:18
159678,BD-1-3,239517801,258143796,172095,06/09/18 9:26:18
152239,BD-1-4,228358996,221776434,147850,06/09/18 9:26:18
170618,BD-1-5,255927014,241534497,161022,06/09/18 9:26:18
166160,BD-1-6,249241287,210808137,140538,06/09/18 9:26:18
139943,BD-2-4,209915723,219118513,146079,06/09/18 9:26:18
150171,BD-2-6,225256546,272296086,181530,06/09/18 9:26:18
175309,BD-3-5,262964311,265246432,176830,06/09/18 9:26:18
146716,BD-3-6,220074107,257642540,171761,06/09/18 9:26:18
178919,BD-4-6,268379270,269270704,179513,06/09/18 9:26:18
178622,BD-5-6,267933542,216765776,144510,06/09/18 9:26:18
164678,BD-1-2,247017810,248490080,165660,06/09/18 9:26:23
181688,BD-1-3,272532614,222233439,148155,06/09/18 9:26:23
180193,BD-1-4,270290754,218341684,145561,06/09/18 9:26:23
152071,BD-1-5,228107302,230960056,153973,06/09/18 9:26:23
158209,BD-1-6,237314761,229743485,153162,06/09/18 9:26:23
143625,BD-2-4,215438458,264013808,176009,06/09/18 9:26:23
160231,BD-2-6,240346918,221522032,147681,06/09/18 9:26:23
170855,BD-3-5,256283354,221544449,147696,06/09/18 9:26:23
159605,BD-3-6,239408947,262921753,175281,06/09/18 9:26:23
160163,BD-4-6,240244581,226181319,150787,06/09/18 9:26:23
150190,BD-5-6,225285228,211257760,140838,06/09/18 9:26:23
159029,BD-1-2,238544276,219847868,146565,06/09/18 9:26:28
176313,BD-1-3,264470524,239580862,159720,06/09/18 9:26:28
163085,BD-1-4,244628388,256219126,170812,06/09/18 9:26:28
144762,BD-1-5,217143492,247577704,165051,06/09/18 9:26:28
171014,BD-1-6,256521686,270368884,180245,06/09/18 9:26:28
158483,BD-2-4,237724633,215405853,143603,06/09/18 9:26:28
179932,BD-2-6,269898826,261873297,174582,06/09/18 9:26:28
166899,BD-3-5,250348550,230172091,153448,06/09/18 9:26:28
178046,BD-3-6,267070249,224196619,149464,06/09/18 9:26:28
180711,BD-4-6,271067687,223589228,149059,06/09/18 9:26:28
148766,BD-5-6,223149528,251631745,167754,06/09/18 9:26:28
179140,BD-1-2,268710772,271190040,180793,06/09/18 9:26:33
169701,BD-1-3,254551794,217182425,144788,06/09/18 9:26:33
148389,BD-1-4,222584380,245763768,163842,06/09/18 9:26:33
